Metadata_reference_index,Metadata_plate_barcode,Metadata_WellRow,Metadata_WellCol,Metadata_heart_number,Metadata_cell_type,Metadata_heart_failure_type,Metadata_treatment,Metadata_Pathway,Metadata_Well,n_pos_pairs,n_total_pairs,average_precision
22,localhost240927060001,D,6,19,failing,dilated_cardiomyopathy,UCD-0159258,,D06,3,217,0.02380532903788718
23,localhost240927060001,D,7,19,failing,dilated_cardiomyopathy,UCD-0159261,Others,D07,3,217,0.1062912227295789
24,localhost240927060001,D,9,19,failing,dilated_cardiomyopathy,UCD-0001775,Others,D09,3,216,0.04466891133557801
25,localhost240927060001,D,10,19,failing,dilated_cardiomyopathy,UCD-0159274,Others,D10,3,216,0.017264606917335477
27,localhost240927060001,E,3,19,failing,dilated_cardiomyopathy,UCD-0159285,DNA Damage,E03,3,218,0.10240384615384614
28,localhost240927060001,E,4,19,failing,dilated_cardiomyopathy,UCD-0159289,Metabolism,E04,3,218,0.052897395002658165
30,localhost240927060001,E,6,19,failing,dilated_cardiomyopathy,UCD-0018179,MAPK,E06,3,218,0.028235653235653236
31,localhost240927060001,E,7,19,failing,dilated_cardiomyopathy,UCD-0001016,Neuronal Signaling,E07,3,218,0.37983091787439616
33,localhost240927060001,E,9,19,failing,dilated_cardiomyopathy,UCD-0001804,,E09,3,218,0.08436285936285937
34,localhost240927060001,E,10,19,failing,dilated_cardiomyopathy,UCD-0018207,Neuronal Signaling,E10,3,218,0.012114869257726401
36,localhost240927060001,F,2,19,failing,dilated_cardiomyopathy,UCD-0001844,Others,F02,3,218,0.408
37,localhost240927060001,F,3,19,failing,dilated_cardiomyopathy,UCD-0159270,Others,F03,3,218,0.3679712100764732
38,localhost240927060001,F,4,19,failing,dilated_cardiomyopathy,UCD-0159275,Others,F04,3,218,0.18444444444444444
39,localhost240927060001,F,6,19,failing,dilated_cardiomyopathy,UCD-0001613,Endocrinology & Hormones,F06,3,218,0.5909090909090909
40,localhost240927060001,F,7,19,failing,dilated_cardiomyopathy,UCD-0001921,Epigenetics,F07,3,218,0.013912747102931153
41,localhost240927060001,F,8,19,failing,dilated_cardiomyopathy,UCD-0159290,PI3K/Akt/mTOR,F08,2,218,0.027056277056277056
42,localhost240927060001,F,9,19,failing,dilated_cardiomyopathy,UCD-0159293,Others,F09,3,219,0.05984848484848485
43,localhost240927060001,F,10,19,failing,dilated_cardiomyopathy,UCD-0001808,MAPK,F10,3,219,0.36190476190476195
44,localhost240927060001,F,11,19,failing,dilated_cardiomyopathy,UCD-0001801,Endocrinology & Hormones,F11,3,219,0.13296806881112289
45,localhost240927060001,G,2,19,failing,dilated_cardiomyopathy,UCD-0159265,Neuronal Signaling,G02,3,219,0.6717948717948717
46,localhost240927060001,G,3,19,failing,dilated_cardiomyopathy,UCD-0159271,Others,G03,3,219,0.17673402916574135
47,localhost240927060001,G,4,19,failing,dilated_cardiomyopathy,UCD-0001835,Others,G04,3,219,0.04591836734693877
48,localhost240927060001,G,5,19,failing,dilated_cardiomyopathy,UCD-0159280,Others,G05,3,219,0.2698412698412698
49,localhost240927060001,G,6,19,failing,dilated_cardiomyopathy,UCD-0159286,Others,G06,3,219,0.06095422665190106
50,localhost240927060001,G,7,19,failing,dilated_cardiomyopathy,UCD-0018131,Angiogenesis,G07,3,219,0.19365079365079366
51,localhost240927060001,G,8,19,failing,dilated_cardiomyopathy,UCD-0001024,Neuronal Signaling,G08,3,219,0.31666666666666665
52,localhost240927060001,G,9,19,failing,dilated_cardiomyopathy,UCD-0001829,PI3K/Akt/mTOR,G09,3,219,0.4777777777777778
53,localhost240927060001,G,10,19,failing,dilated_cardiomyopathy,UCD-0159259,PI3K/Akt/mTOR,G10,3,219,0.6798245614035089
54,localhost240927060001,G,11,19,failing,dilated_cardiomyopathy,UCD-0001842,Neuronal Signaling,G11,3,219,1.0
1,localhost240927120001,B,3,19,failing,dilated_cardiomyopathy,UCD-0159256,Apoptosis,B03,3,219,0.4042735042735042
2,localhost240927120001,B,4,19,failing,dilated_cardiomyopathy,UCD-0001766,Angiogenesis,B04,3,219,0.1949169110459433
4,localhost240927120001,B,6,19,failing,dilated_cardiomyopathy,UCD-0159262,Others,B06,3,219,0.011250725162455857
5,localhost240927120001,B,7,19,failing,dilated_cardiomyopathy,UCD-0001915,Others,B07,3,219,1.0
7,localhost240927120001,B,10,19,failing,dilated_cardiomyopathy,UCD-0159279,Others,B10,3,217,0.34319282945736435
9,localhost240927120001,C,2,19,failing,dilated_cardiomyopathy,UCD-0159283,Endocrinology & Hormones,C02,3,217,0.5166666666666667
10,localhost240927120001,C,3,19,failing,dilated_cardiomyopathy,UCD-0001040,Endocrinology & Hormones,C03,3,217,0.37142857142857144
11,localhost240927120001,C,4,19,failing,dilated_cardiomyopathy,UCD-0018091,GPCR & G Protein,C04,1,216,0.011363636363636364
12,localhost240927120001,C,5,19,failing,dilated_cardiomyopathy,UCD-0000450,Neuronal Signaling,C05,3,217,0.01892966439501093
13,localhost240927120001,C,6,19,failing,dilated_cardiomyopathy,UCD-0159257,DNA Damage,C06,3,217,0.01471777859889136
14,localhost240927120001,C,7,19,failing,dilated_cardiomyopathy,UCD-0001810,DNA Damage,C07,3,217,0.010748543693457594
15,localhost240927120001,C,8,19,failing,dilated_cardiomyopathy,UCD-0159263,Others,C08,3,217,0.3522588522588523
16,localhost240927120001,C,9,19,failing,dilated_cardiomyopathy,UCD-0159269,Others,C09,3,217,0.01102525160195563
17,localhost240927120001,C,10,19,failing,dilated_cardiomyopathy,UCD-0159273,Others,C10,3,217,0.017081061815407167
18,localhost240927120001,D,2,19,failing,dilated_cardiomyopathy,UCD-0159284,Stem Cells &  Wnt,D02,3,217,0.17682115817474933
19,localhost240927120001,D,3,19,failing,dilated_cardiomyopathy,UCD-0017999,Endocrinology & Hormones,D03,3,217,0.02355816226783969
20,localhost240927120001,D,5,19,failing,dilated_cardiomyopathy,UCD-0001014,Neuronal Signaling,D05,3,216,0.02356585656386641
21,localhost240927120001,D,6,19,failing,dilated_cardiomyopathy,UCD-0159258,,D06,3,216,0.026974464384536326
22,localhost240927120001,D,7,19,failing,dilated_cardiomyopathy,UCD-0159261,Others,D07,3,216,0.03355541730695267
23,localhost240927120001,D,9,19,failing,dilated_cardiomyopathy,UCD-0001775,Others,D09,3,217,0.06666666666666667
24,localhost240927120001,D,10,19,failing,dilated_cardiomyopathy,UCD-0159274,Others,D10,3,217,0.18005990586221654
25,localhost240927120001,D,11,19,failing,dilated_cardiomyopathy,UCD-0001792,Others,D11,1,217,0.00684931506849315
27,localhost240927120001,E,3,19,failing,dilated_cardiomyopathy,UCD-0159285,DNA Damage,E03,3,218,0.0399246947100988
28,localhost240927120001,E,4,19,failing,dilated_cardiomyopathy,UCD-0159289,Metabolism,E04,3,218,0.12542735042735043
30,localhost240927120001,E,6,19,failing,dilated_cardiomyopathy,UCD-0018179,MAPK,E06,3,218,0.022827682247972103
31,localhost240927120001,E,7,19,failing,dilated_cardiomyopathy,UCD-0001016,Neuronal Signaling,E07,3,218,0.02888211898112888
33,localhost240927120001,E,9,19,failing,dilated_cardiomyopathy,UCD-0001804,,E09,3,218,0.056373095503530285
34,localhost240927120001,E,10,19,failing,dilated_cardiomyopathy,UCD-0018207,Neuronal Signaling,E10,3,218,0.07922133708216184
36,localhost240927120001,F,2,19,failing,dilated_cardiomyopathy,UCD-0001844,Others,F02,3,218,0.450655624568668
37,localhost240927120001,F,3,19,failing,dilated_cardiomyopathy,UCD-0159270,Others,F03,3,218,0.4344344344344344
38,localhost240927120001,F,4,19,failing,dilated_cardiomyopathy,UCD-0159275,Others,F04,3,218,0.0457957957957958
39,localhost240927120001,F,6,19,failing,dilated_cardiomyopathy,UCD-0001613,Endocrinology & Hormones,F06,3,218,0.7575757575757575
40,localhost240927120001,F,7,19,failing,dilated_cardiomyopathy,UCD-0001921,Epigenetics,F07,3,218,0.34311334289813483
41,localhost240927120001,F,8,19,failing,dilated_cardiomyopathy,UCD-0159290,PI3K/Akt/mTOR,F08,2,218,0.10724637681159421
42,localhost240927120001,F,9,19,failing,dilated_cardiomyopathy,UCD-0159293,Others,F09,3,219,0.34074074074074073
43,localhost240927120001,F,10,19,failing,dilated_cardiomyopathy,UCD-0001808,MAPK,F10,3,219,0.373015873015873
44,localhost240927120001,F,11,19,failing,dilated_cardiomyopathy,UCD-0001801,Endocrinology & Hormones,F11,3,219,0.3427898301757142
45,localhost240927120001,G,2,19,failing,dilated_cardiomyopathy,UCD-0159265,Neuronal Signaling,G02,3,219,0.393719806763285
46,localhost240927120001,G,3,19,failing,dilated_cardiomyopathy,UCD-0159271,Others,G03,3,219,0.0335103738465083
47,localhost240927120001,G,4,19,failing,dilated_cardiomyopathy,UCD-0001835,Others,G04,3,219,0.2360446570972887
48,localhost240927120001,G,5,19,failing,dilated_cardiomyopathy,UCD-0159280,Others,G05,3,219,0.1809116809116809
49,localhost240927120001,G,6,19,failing,dilated_cardiomyopathy,UCD-0159286,Others,G06,3,219,0.16434755720470007
50,localhost240927120001,G,7,19,failing,dilated_cardiomyopathy,UCD-0018131,Angiogenesis,G07,3,219,0.21003584229390682
51,localhost240927120001,G,8,19,failing,dilated_cardiomyopathy,UCD-0001024,Neuronal Signaling,G08,3,219,0.30757575757575756
52,localhost240927120001,G,9,19,failing,dilated_cardiomyopathy,UCD-0001829,PI3K/Akt/mTOR,G09,3,219,0.4777777777777778
53,localhost240927120001,G,10,19,failing,dilated_cardiomyopathy,UCD-0159259,PI3K/Akt/mTOR,G10,3,219,0.5925925925925926
54,localhost240927120001,G,11,19,failing,dilated_cardiomyopathy,UCD-0001842,Neuronal Signaling,G11,3,219,1.0
1,localhost240928120001,B,3,19,failing,dilated_cardiomyopathy,UCD-0159256,Apoptosis,B03,3,219,0.015100227510299455
2,localhost240928120001,B,4,19,failing,dilated_cardiomyopathy,UCD-0001766,Angiogenesis,B04,3,219,0.013641830262165033
4,localhost240928120001,B,6,19,failing,dilated_cardiomyopathy,UCD-0159262,Others,B06,3,219,0.4215447154471545
5,localhost240928120001,B,7,19,failing,dilated_cardiomyopathy,UCD-0001915,Others,B07,3,219,1.0
7,localhost240928120001,B,9,19,failing,dilated_cardiomyopathy,UCD-0001783,Others,B09,1,217,1.0
8,localhost240928120001,B,10,19,failing,dilated_cardiomyopathy,UCD-0159279,Others,B10,3,217,0.04144135567402894
10,localhost240928120001,C,2,19,failing,dilated_cardiomyopathy,UCD-0159283,Endocrinology & Hormones,C02,3,217,0.4138755980861244
11,localhost240928120001,C,3,19,failing,dilated_cardiomyopathy,UCD-0001040,Endocrinology & Hormones,C03,3,217,0.35050179211469534
12,localhost240928120001,C,5,19,failing,dilated_cardiomyopathy,UCD-0000450,Neuronal Signaling,C05,3,217,0.018643951833607005
13,localhost240928120001,C,6,19,failing,dilated_cardiomyopathy,UCD-0159257,DNA Damage,C06,3,217,0.03479810944057369
14,localhost240928120001,C,7,19,failing,dilated_cardiomyopathy,UCD-0001810,DNA Damage,C07,3,217,0.016363593558319605
15,localhost240928120001,C,8,19,failing,dilated_cardiomyopathy,UCD-0159263,Others,C08,3,217,0.3515224843718492
16,localhost240928120001,C,9,19,failing,dilated_cardiomyopathy,UCD-0159269,Others,C09,3,217,0.10297334244702666
17,localhost240928120001,C,10,19,failing,dilated_cardiomyopathy,UCD-0159273,Others,C10,3,217,0.023392230735380895
18,localhost240928120001,D,2,19,failing,dilated_cardiomyopathy,UCD-0159284,Stem Cells &  Wnt,D02,3,217,0.3445618980502701
19,localhost240928120001,D,3,19,failing,dilated_cardiomyopathy,UCD-0017999,Endocrinology & Hormones,D03,3,217,0.027608194274860942
20,localhost240928120001,D,4,19,failing,dilated_cardiomyopathy,UCD-0000721,Neuronal Signaling,D04,0,216,
21,localhost240928120001,D,5,19,failing,dilated_cardiomyopathy,UCD-0001014,Neuronal Signaling,D05,3,217,0.35567567567567565
22,localhost240928120001,D,6,19,failing,dilated_cardiomyopathy,UCD-0159258,,D06,3,217,0.018552102439570475
23,localhost240928120001,D,7,19,failing,dilated_cardiomyopathy,UCD-0159261,Others,D07,3,217,0.06169316814619711
24,localhost240928120001,D,8,19,failing,dilated_cardiomyopathy,UCD-0159264,Neuronal Signaling,D08,1,216,0.006369426751592357
25,localhost240928120001,D,9,19,failing,dilated_cardiomyopathy,UCD-0001775,Others,D09,3,216,0.023717948717948717
26,localhost240928120001,D,10,19,failing,dilated_cardiomyopathy,UCD-0159274,Others,D10,3,216,0.014903389293633197
28,localhost240928120001,E,3,19,failing,dilated_cardiomyopathy,UCD-0159285,DNA Damage,E03,3,216,0.024390329056472027
29,localhost240928120001,E,4,19,failing,dilated_cardiomyopathy,UCD-0159289,Metabolism,E04,3,216,0.027689908742139013
31,localhost240928120001,E,6,19,failing,dilated_cardiomyopathy,UCD-0018179,MAPK,E06,3,216,0.022817460317460316
32,localhost240928120001,E,7,19,failing,dilated_cardiomyopathy,UCD-0001016,Neuronal Signaling,E07,3,216,0.010692634797501037
34,localhost240928120001,E,9,19,failing,dilated_cardiomyopathy,UCD-0001804,,E09,3,216,0.03690128936799831
35,localhost240928120001,E,10,19,failing,dilated_cardiomyopathy,UCD-0018207,Neuronal Signaling,E10,3,216,0.011708661175846258
37,localhost240928120001,F,2,19,failing,dilated_cardiomyopathy,UCD-0001844,Others,F02,3,216,0.01003497265513104
38,localhost240928120001,F,3,19,failing,dilated_cardiomyopathy,UCD-0159270,Others,F03,3,216,0.032514355269773226
39,localhost240928120001,F,4,19,failing,dilated_cardiomyopathy,UCD-0159275,Others,F04,3,216,0.02727448703058459
40,localhost240928120001,F,6,19,failing,dilated_cardiomyopathy,UCD-0001613,Endocrinology & Hormones,F06,3,216,0.1115079365079365
41,localhost240928120001,F,7,19,failing,dilated_cardiomyopathy,UCD-0001921,Epigenetics,F07,3,216,0.01309276849728864
42,localhost240928120001,F,9,19,failing,dilated_cardiomyopathy,UCD-0159293,Others,F09,3,219,0.03740703740703741
43,localhost240928120001,F,10,19,failing,dilated_cardiomyopathy,UCD-0001808,MAPK,F10,3,219,0.3353535353535353
44,localhost240928120001,F,11,19,failing,dilated_cardiomyopathy,UCD-0001801,Endocrinology & Hormones,F11,3,219,0.1908119658119658
45,localhost240928120001,G,2,19,failing,dilated_cardiomyopathy,UCD-0159265,Neuronal Signaling,G02,3,219,0.010051529454514528
46,localhost240928120001,G,3,19,failing,dilated_cardiomyopathy,UCD-0159271,Others,G03,3,219,0.07691427382438619
47,localhost240928120001,G,4,19,failing,dilated_cardiomyopathy,UCD-0001835,Others,G04,3,219,0.16170634920634921
48,localhost240928120001,G,5,19,failing,dilated_cardiomyopathy,UCD-0159280,Others,G05,3,219,0.23214285714285712
49,localhost240928120001,G,6,19,failing,dilated_cardiomyopathy,UCD-0159286,Others,G06,3,219,0.063997113997114
50,localhost240928120001,G,7,19,failing,dilated_cardiomyopathy,UCD-0018131,Angiogenesis,G07,3,219,0.21988795518207283
51,localhost240928120001,G,8,19,failing,dilated_cardiomyopathy,UCD-0001024,Neuronal Signaling,G08,3,219,0.2244047619047619
52,localhost240928120001,G,9,19,failing,dilated_cardiomyopathy,UCD-0001829,PI3K/Akt/mTOR,G09,3,219,0.44285714285714284
53,localhost240928120001,G,10,19,failing,dilated_cardiomyopathy,UCD-0159259,PI3K/Akt/mTOR,G10,3,219,0.21313131313131314
54,localhost240928120001,G,11,19,failing,dilated_cardiomyopathy,UCD-0001842,Neuronal Signaling,G11,3,219,1.0
