Metadata_plate_barcode,Metadata_plate_name,Metadata_WellRow,Metadata_WellCol,Metadata_heart_number,Metadata_cell_type,Metadata_heart_failure_type,Metadata_treatment,Metadata_Pathway,Metadata_Well,Metadata_reference_index,n_pos_pairs,n_total_pairs,average_precision
localhost240926150001,Plate_1,D,3,19,failing,dilated_cardiomyopathy,UCD-0017999,Endocrinology & Hormones,D03,-1,3,19,0.16984126984126982
localhost240926150001,Plate_1,D,5,19,failing,dilated_cardiomyopathy,UCD-0001014,Neuronal Signaling,D05,-1,3,19,0.29365079365079366
localhost240926150001,Plate_1,D,6,19,failing,dilated_cardiomyopathy,UCD-0159258,No Pathway,D06,-1,3,19,0.15961538461538463
localhost240926150001,Plate_1,D,7,19,failing,dilated_cardiomyopathy,UCD-0159261,Others,D07,-1,3,19,0.2569444444444444
localhost240926150001,Plate_1,D,8,19,failing,dilated_cardiomyopathy,UCD-0159264,Neuronal Signaling,D08,-1,1,17,0.0625
localhost240926150001,Plate_1,D,9,19,failing,dilated_cardiomyopathy,UCD-0001775,Others,D09,-1,3,19,0.43977591036414565
localhost240926150001,Plate_1,D,10,19,failing,dilated_cardiomyopathy,UCD-0159274,Others,D10,-1,3,19,0.4477124183006536
localhost240926150001,Plate_1,D,11,19,failing,dilated_cardiomyopathy,UCD-0001792,Others,D11,-1,1,17,1.0
localhost240926150001,Plate_1,E,3,19,failing,dilated_cardiomyopathy,UCD-0159285,DNA Damage,E03,-1,3,19,0.4873949579831933
localhost240926150001,Plate_1,E,4,19,failing,dilated_cardiomyopathy,UCD-0159289,Metabolism,E04,-1,3,19,0.19345238095238093
localhost240926150001,Plate_1,E,6,19,failing,dilated_cardiomyopathy,UCD-0018179,MAPK,E06,-1,3,19,0.20555555555555557
localhost240926150001,Plate_1,E,7,19,failing,dilated_cardiomyopathy,UCD-0001016,Neuronal Signaling,E07,-1,3,19,0.5526315789473685
localhost240926150001,Plate_1,E,9,19,failing,dilated_cardiomyopathy,UCD-0001804,No Pathway,E09,-1,3,19,0.1737012987012987
localhost240926150001,Plate_1,E,10,19,failing,dilated_cardiomyopathy,UCD-0018207,Neuronal Signaling,E10,-1,3,19,0.5119047619047619
localhost240926150001,Plate_1,F,2,19,failing,dilated_cardiomyopathy,UCD-0001844,Others,F02,-1,3,19,0.7380952380952381
localhost240926150001,Plate_1,F,3,19,failing,dilated_cardiomyopathy,UCD-0159270,Others,F03,-1,3,19,0.4583333333333333
localhost240926150001,Plate_1,F,4,19,failing,dilated_cardiomyopathy,UCD-0159275,Others,F04,-1,3,19,0.7291666666666666
localhost240926150001,Plate_1,F,6,19,failing,dilated_cardiomyopathy,UCD-0001613,Endocrinology & Hormones,F06,-1,3,19,1.0
localhost240926150001,Plate_1,F,7,19,failing,dilated_cardiomyopathy,UCD-0001921,Epigenetics,F07,-1,3,19,0.437246963562753
localhost240926150001,Plate_1,F,8,19,failing,dilated_cardiomyopathy,UCD-0159290,PI3K/Akt/mTOR,F08,-1,2,18,0.3125
localhost240926150001,Plate_1,F,9,19,failing,dilated_cardiomyopathy,UCD-0159293,Others,F09,-1,3,19,0.7192982456140351
localhost240926150001,Plate_1,F,10,19,failing,dilated_cardiomyopathy,UCD-0001808,MAPK,F10,-1,3,19,1.0
localhost240926150001,Plate_1,F,11,19,failing,dilated_cardiomyopathy,UCD-0001801,Endocrinology & Hormones,F11,-1,3,19,0.4338235294117647
localhost240926150001,Plate_1,G,2,19,failing,dilated_cardiomyopathy,UCD-0159265,Neuronal Signaling,G02,-1,3,19,0.7222222222222223
localhost240926150001,Plate_1,G,3,19,failing,dilated_cardiomyopathy,UCD-0159271,Others,G03,-1,3,19,0.3833333333333333
localhost240926150001,Plate_1,G,4,19,failing,dilated_cardiomyopathy,UCD-0001835,Others,G04,-1,3,19,0.2157407407407407
localhost240926150001,Plate_1,G,5,19,failing,dilated_cardiomyopathy,UCD-0159280,Others,G05,-1,3,19,1.0
localhost240926150001,Plate_1,G,6,19,failing,dilated_cardiomyopathy,UCD-0159286,Others,G06,-1,3,19,0.6666666666666666
localhost240926150001,Plate_1,G,7,19,failing,dilated_cardiomyopathy,UCD-0018131,Angiogenesis,G07,-1,3,19,0.6428571428571429
localhost240926150001,Plate_1,G,8,19,failing,dilated_cardiomyopathy,UCD-0001024,Neuronal Signaling,G08,-1,3,19,1.0
localhost240926150001,Plate_1,G,9,19,failing,dilated_cardiomyopathy,UCD-0001829,PI3K/Akt/mTOR,G09,-1,3,19,1.0
localhost240926150001,Plate_1,G,10,19,failing,dilated_cardiomyopathy,UCD-0159259,PI3K/Akt/mTOR,G10,-1,3,19,0.7380952380952381
localhost240926150001,Plate_1,G,11,19,failing,dilated_cardiomyopathy,UCD-0001842,Neuronal Signaling,G11,-1,3,19,1.0
localhost240927060001,Plate_2,B,3,19,failing,dilated_cardiomyopathy,UCD-0159256,Apoptosis,B03,-1,3,19,0.7666666666666666
localhost240927060001,Plate_2,B,4,19,failing,dilated_cardiomyopathy,UCD-0001766,Angiogenesis,B04,-1,3,19,0.35555555555555557
localhost240927060001,Plate_2,B,6,19,failing,dilated_cardiomyopathy,UCD-0159262,Others,B06,-1,3,19,0.7222222222222223
localhost240927060001,Plate_2,B,7,19,failing,dilated_cardiomyopathy,UCD-0001915,Others,B07,-1,3,19,1.0
localhost240927060001,Plate_2,B,9,19,failing,dilated_cardiomyopathy,UCD-0001783,Others,B09,-1,1,17,1.0
localhost240927060001,Plate_2,B,10,19,failing,dilated_cardiomyopathy,UCD-0159279,Others,B10,-1,3,19,0.16556776556776556
localhost240927060001,Plate_2,C,2,19,failing,dilated_cardiomyopathy,UCD-0159283,Endocrinology & Hormones,C02,-1,3,19,0.8055555555555555
localhost240927060001,Plate_2,C,3,19,failing,dilated_cardiomyopathy,UCD-0001040,Endocrinology & Hormones,C03,-1,3,19,0.5444444444444444
localhost240927060001,Plate_2,C,4,19,failing,dilated_cardiomyopathy,UCD-0018091,GPCR & G Protein,C04,-1,1,17,0.07142857142857142
localhost240927060001,Plate_2,C,5,19,failing,dilated_cardiomyopathy,UCD-0000450,Neuronal Signaling,C05,-1,3,19,0.1976190476190476
localhost240927060001,Plate_2,C,6,19,failing,dilated_cardiomyopathy,UCD-0159257,DNA Damage,C06,-1,3,19,0.14484126984126985
localhost240927060001,Plate_2,C,7,19,failing,dilated_cardiomyopathy,UCD-0001810,DNA Damage,C07,-1,3,19,0.6805555555555555
localhost240927060001,Plate_2,C,8,19,failing,dilated_cardiomyopathy,UCD-0159263,Others,C08,-1,3,19,0.14215686274509806
localhost240927060001,Plate_2,C,9,19,failing,dilated_cardiomyopathy,UCD-0159269,Others,C09,-1,3,19,0.6333333333333333
localhost240927060001,Plate_2,C,10,19,failing,dilated_cardiomyopathy,UCD-0159273,Others,C10,-1,3,19,0.14786967418546365
localhost240927060001,Plate_2,D,2,19,failing,dilated_cardiomyopathy,UCD-0159284,Stem Cells &  Wnt,D02,-1,3,19,0.11050194931773878
localhost240927060001,Plate_2,D,3,19,failing,dilated_cardiomyopathy,UCD-0017999,Endocrinology & Hormones,D03,-1,3,19,0.15406162464985995
localhost240927060001,Plate_2,D,5,19,failing,dilated_cardiomyopathy,UCD-0001014,Neuronal Signaling,D05,-1,3,19,0.46249999999999997
localhost240927060001,Plate_2,D,6,19,failing,dilated_cardiomyopathy,UCD-0159258,No Pathway,D06,-1,3,19,0.17866161616161613
localhost240927060001,Plate_2,D,7,19,failing,dilated_cardiomyopathy,UCD-0159261,Others,D07,-1,3,19,0.46581196581196577
localhost240927060001,Plate_2,D,9,19,failing,dilated_cardiomyopathy,UCD-0001775,Others,D09,-1,3,19,0.31216931216931215
localhost240927060001,Plate_2,D,10,19,failing,dilated_cardiomyopathy,UCD-0159274,Others,D10,-1,3,19,0.1494949494949495
localhost240927060001,Plate_2,E,3,19,failing,dilated_cardiomyopathy,UCD-0159285,DNA Damage,E03,-1,3,19,0.4662309368191721
localhost240927060001,Plate_2,E,4,19,failing,dilated_cardiomyopathy,UCD-0159289,Metabolism,E04,-1,3,19,0.5499999999999999
localhost240927060001,Plate_2,E,6,19,failing,dilated_cardiomyopathy,UCD-0018179,MAPK,E06,-1,3,19,0.2735042735042735
localhost240927060001,Plate_2,E,7,19,failing,dilated_cardiomyopathy,UCD-0001016,Neuronal Signaling,E07,-1,3,19,0.6081871345029239
localhost240927060001,Plate_2,E,9,19,failing,dilated_cardiomyopathy,UCD-0001804,No Pathway,E09,-1,3,19,0.7575757575757575
localhost240927060001,Plate_2,E,10,19,failing,dilated_cardiomyopathy,UCD-0018207,Neuronal Signaling,E10,-1,3,19,0.1153096416254311
localhost240927060001,Plate_2,F,2,19,failing,dilated_cardiomyopathy,UCD-0001844,Others,F02,-1,3,19,0.75
localhost240927060001,Plate_2,F,3,19,failing,dilated_cardiomyopathy,UCD-0159270,Others,F03,-1,3,19,0.5285714285714286
localhost240927060001,Plate_2,F,4,19,failing,dilated_cardiomyopathy,UCD-0159275,Others,F04,-1,3,19,0.7254901960784315
localhost240927060001,Plate_2,F,6,19,failing,dilated_cardiomyopathy,UCD-0001613,Endocrinology & Hormones,F06,-1,3,19,1.0
localhost240927060001,Plate_2,F,7,19,failing,dilated_cardiomyopathy,UCD-0001921,Epigenetics,F07,-1,3,19,0.14030501089324618
localhost240927060001,Plate_2,F,8,19,failing,dilated_cardiomyopathy,UCD-0159290,PI3K/Akt/mTOR,F08,-1,2,18,0.20833333333333331
localhost240927060001,Plate_2,F,9,19,failing,dilated_cardiomyopathy,UCD-0159293,Others,F09,-1,3,19,0.7222222222222223
localhost240927060001,Plate_2,F,10,19,failing,dilated_cardiomyopathy,UCD-0001808,MAPK,F10,-1,3,19,1.0
localhost240927060001,Plate_2,F,11,19,failing,dilated_cardiomyopathy,UCD-0001801,Endocrinology & Hormones,F11,-1,3,19,0.6333333333333333
localhost240927060001,Plate_2,G,2,19,failing,dilated_cardiomyopathy,UCD-0159265,Neuronal Signaling,G02,-1,3,19,0.7222222222222223
localhost240927060001,Plate_2,G,3,19,failing,dilated_cardiomyopathy,UCD-0159271,Others,G03,-1,3,19,0.4338235294117647
localhost240927060001,Plate_2,G,4,19,failing,dilated_cardiomyopathy,UCD-0001835,Others,G04,-1,3,19,0.48333333333333334
localhost240927060001,Plate_2,G,5,19,failing,dilated_cardiomyopathy,UCD-0159280,Others,G05,-1,3,19,1.0
localhost240927060001,Plate_2,G,6,19,failing,dilated_cardiomyopathy,UCD-0159286,Others,G06,-1,3,19,0.3194444444444444
localhost240927060001,Plate_2,G,7,19,failing,dilated_cardiomyopathy,UCD-0018131,Angiogenesis,G07,-1,3,19,1.0
localhost240927060001,Plate_2,G,8,19,failing,dilated_cardiomyopathy,UCD-0001024,Neuronal Signaling,G08,-1,3,19,1.0
localhost240927060001,Plate_2,G,9,19,failing,dilated_cardiomyopathy,UCD-0001829,PI3K/Akt/mTOR,G09,-1,3,19,1.0
localhost240927060001,Plate_2,G,10,19,failing,dilated_cardiomyopathy,UCD-0159259,PI3K/Akt/mTOR,G10,-1,3,19,0.7435897435897436
localhost240927060001,Plate_2,G,11,19,failing,dilated_cardiomyopathy,UCD-0001842,Neuronal Signaling,G11,-1,3,19,1.0
localhost240927120001,Plate_3,B,3,19,failing,dilated_cardiomyopathy,UCD-0159256,Apoptosis,B03,-1,3,19,0.7575757575757575
localhost240927120001,Plate_3,B,4,19,failing,dilated_cardiomyopathy,UCD-0001766,Angiogenesis,B04,-1,3,19,0.5873015873015873
localhost240927120001,Plate_3,B,6,19,failing,dilated_cardiomyopathy,UCD-0159262,Others,B06,-1,3,19,0.11944444444444442
localhost240927120001,Plate_3,B,7,19,failing,dilated_cardiomyopathy,UCD-0001915,Others,B07,-1,3,19,1.0
localhost240927120001,Plate_3,B,10,19,failing,dilated_cardiomyopathy,UCD-0159279,Others,B10,-1,3,19,0.43358395989974935
localhost240927120001,Plate_3,C,2,19,failing,dilated_cardiomyopathy,UCD-0159283,Endocrinology & Hormones,C02,-1,3,19,0.7000000000000001
localhost240927120001,Plate_3,C,3,19,failing,dilated_cardiomyopathy,UCD-0001040,Endocrinology & Hormones,C03,-1,3,19,0.7000000000000001
localhost240927120001,Plate_3,C,4,19,failing,dilated_cardiomyopathy,UCD-0018091,GPCR & G Protein,C04,-1,1,17,0.1
localhost240927120001,Plate_3,C,5,19,failing,dilated_cardiomyopathy,UCD-0000450,Neuronal Signaling,C05,-1,3,19,0.15128205128205127
localhost240927120001,Plate_3,C,6,19,failing,dilated_cardiomyopathy,UCD-0159257,DNA Damage,C06,-1,3,19,0.21536796536796535
localhost240927120001,Plate_3,C,7,19,failing,dilated_cardiomyopathy,UCD-0001810,DNA Damage,C07,-1,3,19,0.11268059855521155
localhost240927120001,Plate_3,C,8,19,failing,dilated_cardiomyopathy,UCD-0159263,Others,C08,-1,3,19,0.4471153846153846
localhost240927120001,Plate_3,C,9,19,failing,dilated_cardiomyopathy,UCD-0159269,Others,C09,-1,3,19,0.11944444444444442
localhost240927120001,Plate_3,C,10,19,failing,dilated_cardiomyopathy,UCD-0159273,Others,C10,-1,3,19,0.2970760233918129
localhost240927120001,Plate_3,D,2,19,failing,dilated_cardiomyopathy,UCD-0159284,Stem Cells &  Wnt,D02,-1,3,19,0.43977591036414565
localhost240927120001,Plate_3,D,3,19,failing,dilated_cardiomyopathy,UCD-0017999,Endocrinology & Hormones,D03,-1,3,19,0.2799043062200957
localhost240927120001,Plate_3,D,5,19,failing,dilated_cardiomyopathy,UCD-0001014,Neuronal Signaling,D05,-1,3,19,0.1603174603174603
localhost240927120001,Plate_3,D,6,19,failing,dilated_cardiomyopathy,UCD-0159258,No Pathway,D06,-1,3,19,0.19583333333333333
localhost240927120001,Plate_3,D,7,19,failing,dilated_cardiomyopathy,UCD-0159261,Others,D07,-1,3,19,0.3032679738562092
localhost240927120001,Plate_3,D,9,19,failing,dilated_cardiomyopathy,UCD-0001775,Others,D09,-1,3,19,0.4662309368191721
localhost240927120001,Plate_3,D,10,19,failing,dilated_cardiomyopathy,UCD-0159274,Others,D10,-1,3,19,0.4477124183006536
localhost240927120001,Plate_3,D,11,19,failing,dilated_cardiomyopathy,UCD-0001792,Others,D11,-1,1,17,0.08333333333333333
localhost240927120001,Plate_3,E,3,19,failing,dilated_cardiomyopathy,UCD-0159285,DNA Damage,E03,-1,3,19,0.3088235294117647
localhost240927120001,Plate_3,E,4,19,failing,dilated_cardiomyopathy,UCD-0159289,Metabolism,E04,-1,3,19,0.8055555555555555
localhost240927120001,Plate_3,E,6,19,failing,dilated_cardiomyopathy,UCD-0018179,MAPK,E06,-1,3,19,0.18419312169312171
localhost240927120001,Plate_3,E,7,19,failing,dilated_cardiomyopathy,UCD-0001016,Neuronal Signaling,E07,-1,3,19,0.2026315789473684
localhost240927120001,Plate_3,E,9,19,failing,dilated_cardiomyopathy,UCD-0001804,No Pathway,E09,-1,3,19,0.576923076923077
localhost240927120001,Plate_3,E,10,19,failing,dilated_cardiomyopathy,UCD-0018207,Neuronal Signaling,E10,-1,3,19,0.49523809523809526
localhost240927120001,Plate_3,F,2,19,failing,dilated_cardiomyopathy,UCD-0001844,Others,F02,-1,3,19,0.7333333333333334
localhost240927120001,Plate_3,F,3,19,failing,dilated_cardiomyopathy,UCD-0159270,Others,F03,-1,3,19,0.6805555555555555
localhost240927120001,Plate_3,F,4,19,failing,dilated_cardiomyopathy,UCD-0159275,Others,F04,-1,3,19,0.3125
localhost240927120001,Plate_3,F,6,19,failing,dilated_cardiomyopathy,UCD-0001613,Endocrinology & Hormones,F06,-1,3,19,1.0
localhost240927120001,Plate_3,F,7,19,failing,dilated_cardiomyopathy,UCD-0001921,Epigenetics,F07,-1,3,19,0.44152046783625726
localhost240927120001,Plate_3,F,8,19,failing,dilated_cardiomyopathy,UCD-0159290,PI3K/Akt/mTOR,F08,-1,2,18,0.5625
localhost240927120001,Plate_3,F,9,19,failing,dilated_cardiomyopathy,UCD-0159293,Others,F09,-1,3,19,0.6143790849673203
localhost240927120001,Plate_3,F,10,19,failing,dilated_cardiomyopathy,UCD-0001808,MAPK,F10,-1,3,19,1.0
localhost240927120001,Plate_3,F,11,19,failing,dilated_cardiomyopathy,UCD-0001801,Endocrinology & Hormones,F11,-1,3,19,0.42518059855521156
localhost240927120001,Plate_3,G,2,19,failing,dilated_cardiomyopathy,UCD-0159265,Neuronal Signaling,G02,-1,3,19,0.7222222222222223
localhost240927120001,Plate_3,G,3,19,failing,dilated_cardiomyopathy,UCD-0159271,Others,G03,-1,3,19,0.34920634920634913
localhost240927120001,Plate_3,G,4,19,failing,dilated_cardiomyopathy,UCD-0001835,Others,G04,-1,3,19,0.7435897435897436
localhost240927120001,Plate_3,G,5,19,failing,dilated_cardiomyopathy,UCD-0159280,Others,G05,-1,3,19,0.9166666666666666
localhost240927120001,Plate_3,G,6,19,failing,dilated_cardiomyopathy,UCD-0159286,Others,G06,-1,3,19,0.7666666666666666
localhost240927120001,Plate_3,G,7,19,failing,dilated_cardiomyopathy,UCD-0018131,Angiogenesis,G07,-1,3,19,0.8333333333333334
localhost240927120001,Plate_3,G,8,19,failing,dilated_cardiomyopathy,UCD-0001024,Neuronal Signaling,G08,-1,3,19,1.0
localhost240927120001,Plate_3,G,9,19,failing,dilated_cardiomyopathy,UCD-0001829,PI3K/Akt/mTOR,G09,-1,3,19,1.0
localhost240927120001,Plate_3,G,10,19,failing,dilated_cardiomyopathy,UCD-0159259,PI3K/Akt/mTOR,G10,-1,3,19,0.8333333333333334
localhost240927120001,Plate_3,G,11,19,failing,dilated_cardiomyopathy,UCD-0001842,Neuronal Signaling,G11,-1,3,19,1.0
localhost240928120001,Plate_4,B,3,19,failing,dilated_cardiomyopathy,UCD-0159256,Apoptosis,B03,-1,3,19,0.12429971988795518
localhost240928120001,Plate_4,B,4,19,failing,dilated_cardiomyopathy,UCD-0001766,Angiogenesis,B04,-1,3,19,0.1227124183006536
localhost240928120001,Plate_4,B,6,19,failing,dilated_cardiomyopathy,UCD-0159262,Others,B06,-1,3,19,0.7222222222222223
localhost240928120001,Plate_4,B,7,19,failing,dilated_cardiomyopathy,UCD-0001915,Others,B07,-1,3,19,1.0
localhost240928120001,Plate_4,B,9,19,failing,dilated_cardiomyopathy,UCD-0001783,Others,B09,-1,1,17,1.0
localhost240928120001,Plate_4,B,10,19,failing,dilated_cardiomyopathy,UCD-0159279,Others,B10,-1,3,19,0.26143790849673204
localhost240928120001,Plate_4,C,2,19,failing,dilated_cardiomyopathy,UCD-0159283,Endocrinology & Hormones,C02,-1,3,19,0.8055555555555555
localhost240928120001,Plate_4,C,3,19,failing,dilated_cardiomyopathy,UCD-0001040,Endocrinology & Hormones,C03,-1,3,19,0.5396825396825397
localhost240928120001,Plate_4,C,5,19,failing,dilated_cardiomyopathy,UCD-0000450,Neuronal Signaling,C05,-1,3,19,0.2669172932330827
localhost240928120001,Plate_4,C,6,19,failing,dilated_cardiomyopathy,UCD-0159257,DNA Damage,C06,-1,3,19,0.3176638176638177
localhost240928120001,Plate_4,C,7,19,failing,dilated_cardiomyopathy,UCD-0001810,DNA Damage,C07,-1,3,19,0.23888888888888885
localhost240928120001,Plate_4,C,8,19,failing,dilated_cardiomyopathy,UCD-0159263,Others,C08,-1,3,19,0.43977591036414565
localhost240928120001,Plate_4,C,9,19,failing,dilated_cardiomyopathy,UCD-0159269,Others,C09,-1,3,19,0.6
localhost240928120001,Plate_4,C,10,19,failing,dilated_cardiomyopathy,UCD-0159273,Others,C10,-1,3,19,0.31746031746031744
localhost240928120001,Plate_4,D,2,19,failing,dilated_cardiomyopathy,UCD-0159284,Stem Cells &  Wnt,D02,-1,3,19,0.4512820512820513
localhost240928120001,Plate_4,D,3,19,failing,dilated_cardiomyopathy,UCD-0017999,Endocrinology & Hormones,D03,-1,3,19,0.17866161616161613
localhost240928120001,Plate_4,D,4,19,failing,dilated_cardiomyopathy,UCD-0000721,Neuronal Signaling,D04,-1,0,16,
localhost240928120001,Plate_4,D,5,19,failing,dilated_cardiomyopathy,UCD-0001014,Neuronal Signaling,D05,-1,3,19,0.4791666666666667
localhost240928120001,Plate_4,D,6,19,failing,dilated_cardiomyopathy,UCD-0159258,No Pathway,D06,-1,3,19,0.16984126984126982
localhost240928120001,Plate_4,D,7,19,failing,dilated_cardiomyopathy,UCD-0159261,Others,D07,-1,3,19,0.4909090909090909
localhost240928120001,Plate_4,D,8,19,failing,dilated_cardiomyopathy,UCD-0159264,Neuronal Signaling,D08,-1,1,17,0.0625
localhost240928120001,Plate_4,D,9,19,failing,dilated_cardiomyopathy,UCD-0001775,Others,D09,-1,3,19,0.1627816627816628
localhost240928120001,Plate_4,D,10,19,failing,dilated_cardiomyopathy,UCD-0159274,Others,D10,-1,3,19,0.2216931216931217
localhost240928120001,Plate_4,E,3,19,failing,dilated_cardiomyopathy,UCD-0159285,DNA Damage,E03,-1,3,19,0.1987012987012987
localhost240928120001,Plate_4,E,4,19,failing,dilated_cardiomyopathy,UCD-0159289,Metabolism,E04,-1,3,19,0.18472222222222223
localhost240928120001,Plate_4,E,6,19,failing,dilated_cardiomyopathy,UCD-0018179,MAPK,E06,-1,3,19,0.16437728937728938
localhost240928120001,Plate_4,E,7,19,failing,dilated_cardiomyopathy,UCD-0001016,Neuronal Signaling,E07,-1,3,19,0.1275252525252525
localhost240928120001,Plate_4,E,9,19,failing,dilated_cardiomyopathy,UCD-0001804,No Pathway,E09,-1,3,19,0.5
localhost240928120001,Plate_4,E,10,19,failing,dilated_cardiomyopathy,UCD-0018207,Neuronal Signaling,E10,-1,3,19,0.12507427213309566
localhost240928120001,Plate_4,F,2,19,failing,dilated_cardiomyopathy,UCD-0001844,Others,F02,-1,3,19,0.10927645912166035
localhost240928120001,Plate_4,F,3,19,failing,dilated_cardiomyopathy,UCD-0159270,Others,F03,-1,3,19,0.2078754578754579
localhost240928120001,Plate_4,F,4,19,failing,dilated_cardiomyopathy,UCD-0159275,Others,F04,-1,3,19,0.25
localhost240928120001,Plate_4,F,6,19,failing,dilated_cardiomyopathy,UCD-0001613,Endocrinology & Hormones,F06,-1,3,19,1.0
localhost240928120001,Plate_4,F,7,19,failing,dilated_cardiomyopathy,UCD-0001921,Epigenetics,F07,-1,3,19,0.12380952380952381
localhost240928120001,Plate_4,F,9,19,failing,dilated_cardiomyopathy,UCD-0159293,Others,F09,-1,3,19,0.4444444444444444
localhost240928120001,Plate_4,F,10,19,failing,dilated_cardiomyopathy,UCD-0001808,MAPK,F10,-1,3,19,1.0
localhost240928120001,Plate_4,F,11,19,failing,dilated_cardiomyopathy,UCD-0001801,Endocrinology & Hormones,F11,-1,3,19,0.6333333333333333
localhost240928120001,Plate_4,G,2,19,failing,dilated_cardiomyopathy,UCD-0159265,Neuronal Signaling,G02,-1,3,19,0.11560457516339868
localhost240928120001,Plate_4,G,3,19,failing,dilated_cardiomyopathy,UCD-0159271,Others,G03,-1,3,19,0.4305555555555555
localhost240928120001,Plate_4,G,4,19,failing,dilated_cardiomyopathy,UCD-0001835,Others,G04,-1,3,19,0.7380952380952381
localhost240928120001,Plate_4,G,5,19,failing,dilated_cardiomyopathy,UCD-0159280,Others,G05,-1,3,19,0.8666666666666667
localhost240928120001,Plate_4,G,6,19,failing,dilated_cardiomyopathy,UCD-0159286,Others,G06,-1,3,19,0.5396825396825397
localhost240928120001,Plate_4,G,7,19,failing,dilated_cardiomyopathy,UCD-0018131,Angiogenesis,G07,-1,3,19,0.5777777777777778
localhost240928120001,Plate_4,G,8,19,failing,dilated_cardiomyopathy,UCD-0001024,Neuronal Signaling,G08,-1,3,19,1.0
localhost240928120001,Plate_4,G,9,19,failing,dilated_cardiomyopathy,UCD-0001829,PI3K/Akt/mTOR,G09,-1,3,19,1.0
localhost240928120001,Plate_4,G,10,19,failing,dilated_cardiomyopathy,UCD-0159259,PI3K/Akt/mTOR,G10,-1,3,19,0.6388888888888888
localhost240928120001,Plate_4,G,11,19,failing,dilated_cardiomyopathy,UCD-0001842,Neuronal Signaling,G11,-1,3,19,1.0
